1008, 2823, 0.002823, 2.823e-06
1008, 2829, 0.002829, 2.829e-06
1008, 2734, 0.002734, 2.734e-06
1008, 2899, 0.002899, 2.899e-06
1008, 2706, 0.002706, 2.706e-06
1008, 2941, 0.002941, 2.941e-06
1008, 3028, 0.003028, 3.028e-06
1008, 2895, 0.002895, 2.895e-06
1008, 2959, 0.002959, 2.959e-06
1008, 2963, 0.002963, 2.963e-06
2016, 2729, 0.002729, 2.729e-06
2016, 2647, 0.002647, 2.647e-06
2016, 2679, 0.002679, 2.679e-06
2016, 2676, 0.002676, 2.676e-06
2016, 2440, 0.00244, 2.44e-06
2016, 2483, 0.002483, 2.483e-06
2016, 2728, 0.002728, 2.728e-06
2016, 2880, 0.00288, 2.88e-06
2016, 2724, 0.002724, 2.724e-06
2016, 2710, 0.00271, 2.71e-06
4016, 4523, 0.004523, 4.523e-06
4016, 5061, 0.005061, 5.061e-06
4016, 4343, 0.004343, 4.343e-06
4016, 4364, 0.004364, 4.364e-06
4016, 4050, 0.00405, 4.05e-06
4016, 4416, 0.004416, 4.416e-06
4016, 4170, 0.00417, 4.17e-06
4016, 4040, 0.00404, 4.04e-06
4016, 4259, 0.004259, 4.259e-06
4016, 4035, 0.004035, 4.035e-06
8016, 9255, 0.009255, 9.255e-06
8016, 10775, 0.010775, 1.0775e-05
8016, 10597, 0.010597, 1.0597e-05
8016, 9728, 0.009728, 9.728e-06
8016, 12537, 0.012537, 1.2537e-05
8016, 9343, 0.009343, 9.343e-06
8016, 9907, 0.009907, 9.907e-06
8016, 10950, 0.01095, 1.095e-05
8016, 10097, 0.010097, 1.0097e-05
8016, 10380, 0.01038, 1.038e-05
16016, 23535, 0.023535, 2.3535e-05
16016, 20983, 0.020983, 2.0983e-05
16016, 21426, 0.021426, 2.1426e-05
16016, 21754, 0.021754, 2.1754e-05
16016, 24094, 0.024094, 2.4094e-05
16016, 20943, 0.020943, 2.0943e-05
16016, 21117, 0.021117, 2.1117e-05
16016, 22056, 0.022056, 2.2056e-05
16016, 21747, 0.021747, 2.1747e-05
16016, 20822, 0.020822, 2.0822e-05
32016, 36729, 0.036729, 3.6729e-05
32016, 36155, 0.036155, 3.6155e-05
32016, 36950, 0.03695, 3.695e-05
32016, 47678, 0.047678, 4.7678e-05
32016, 42468, 0.042468, 4.2468e-05
32016, 42034, 0.042034, 4.2034e-05
32016, 40835, 0.040835, 4.0835e-05
32016, 42341, 0.042341, 4.2341e-05
32016, 41451, 0.041451, 4.1451e-05
32016, 45845, 0.045845, 4.5845e-05
64016, 79778, 0.079778, 7.9778e-05
64016, 78362, 0.078362, 7.8362e-05
64016, 80049, 0.080049, 8.0049e-05
64016, 75754, 0.075754, 7.5754e-05
64016, 76566, 0.076566, 7.6566e-05
64016, 75449, 0.075449, 7.5449e-05
64016, 73518, 0.073518, 7.3518e-05
64016, 77158, 0.077158, 7.7158e-05
64016, 77298, 0.077298, 7.7298e-05
64016, 75922, 0.075922, 7.5922e-05
128016, 153102, 0.153102, 0.000153102
128016, 155036, 0.155036, 0.000155036
128016, 153188, 0.153188, 0.000153188
128016, 155018, 0.155018, 0.000155018
128016, 141093, 0.141093, 0.000141093
128016, 140636, 0.140636, 0.000140636
128016, 140874, 0.140874, 0.000140874
128016, 152447, 0.152447, 0.000152447
128016, 148789, 0.148789, 0.000148789
128016, 142822, 0.142822, 0.000142822
256016, 289362, 0.289362, 0.000289362
256016, 286795, 0.286795, 0.000286795
256016, 289938, 0.289938, 0.000289938
256016, 289134, 0.289134, 0.000289134
256016, 320368, 0.320368, 0.000320368
256016, 313460, 0.31346, 0.00031346
256016, 290721, 0.290721, 0.000290721
256016, 286285, 0.286285, 0.000286285
256016, 296335, 0.296335, 0.000296335
256016, 281995, 0.281995, 0.000281995
512016, 582612, 0.582612, 0.000582612
512016, 601543, 0.601543, 0.000601543
512016, 577111, 0.577111, 0.000577111
512016, 570647, 0.570647, 0.000570647
512016, 581988, 0.581988, 0.000581988
512016, 579262, 0.579262, 0.000579262
512016, 582214, 0.582214, 0.000582214
512016, 579110, 0.57911, 0.00057911
512016, 580860, 0.58086, 0.00058086
512016, 584957, 0.584957, 0.000584957
1000016, 1.17058e+06, 1.17058, 0.00117058
1000016, 1.15656e+06, 1.15656, 0.00115656
1000016, 1.12503e+06, 1.12503, 0.00112503
1000016, 1.16075e+06, 1.16075, 0.00116075
1000016, 1.12415e+06, 1.12415, 0.00112415
1000016, 1.26221e+06, 1.26221, 0.00126221
1000016, 1.12288e+06, 1.12288, 0.00112288
1000016, 1.13233e+06, 1.13233, 0.00113233
1000016, 1.16064e+06, 1.16064, 0.00116064
1000016, 1.18456e+06, 1.18456, 0.00118456
2000016, 2.2827e+06, 2.2827, 0.0022827
2000016, 2.25275e+06, 2.25275, 0.00225275
2000016, 2.26015e+06, 2.26015, 0.00226015
2000016, 2.40699e+06, 2.40699, 0.00240699
2000016, 2.27864e+06, 2.27865, 0.00227865
2000016, 2.2497e+06, 2.2497, 0.0022497
2000016, 2.24546e+06, 2.24546, 0.00224546
2000016, 2.29278e+06, 2.29278, 0.00229278
2000016, 2.26997e+06, 2.26997, 0.00226997
2000016, 2.24258e+06, 2.24258, 0.00224258
3000016, 3.39764e+06, 3.39764, 0.00339763
3000016, 3.50833e+06, 3.50833, 0.00350833
3000016, 3.53289e+06, 3.53289, 0.00353289
3000016, 3.38401e+06, 3.38401, 0.00338401
3000016, 3.3934e+06, 3.3934, 0.0033934
3000016, 3.38686e+06, 3.38686, 0.00338686
